, femr_1, femr_2, femr_3, femr_4, femr_5, femr_6, femr_7, femr_8, femr_9, femr_10, femr_11, femr_12, femr_13, femr_14, femr_15, femr_16, femr_17, femr_18, femr_19, femr_20, femr_21, femr_22, femr_23, femr_24, femr_25, femr_26, femr_27, femr_28, femr_29, femr_30, femr_31, femr_32, femr_33, femr_34, femr_35, femr_36, femr_37, femr_38, femr_39, femr_40, femr_41, femr_42, femr_43, femr_44, femr_45, femr_46, femr_47, femr_48, femr_49, femr_50, femr_51, femr_52, femr_53, femr_54, femr_55, femr_56, femr_57, femr_58, femr_59, femr_60, femr_61, femr_62, femr_63, femr_64, femr_65, femr_66, femr_67, femr_68, femr_69, femr_70, femr_71, femr_72, femr_73, femr_74, femr_75, femr_76, femr_77, femr_78, femr_79, femr_80, femr_81, femr_82, femr_83, femr_84, femr_85, femr_86, femr_87, femr_88, femr_89, femr_90, femr_91, femr_92, femr_93, femr_94, femr_95, femr_96, femr_97, femr_98, femr_99, femr_100, femr_101, femr_102, femr_103, femr_104, femr_105, femr_106, femr_107, femr_108, femr_109, femr_110, femr_111, femr_112, femr_113, femr_114, femr_115, femr_116, femr_117, femr_118, femr_119, femr_120, femr_121, femr_122, femr_123, femr_124, femr_125, femr_126, femr_127, femr_128, femr_129, femr_130, femr_131, femr_132, femr_133, femr_134, femr_135, femr_136, femr_137, femr_138, femr_139, femr_140, femr_141, femr_142, femr_143, femr_144, femr_145, femr_146, femr_147, femr_148, femr_149, femr_150, femr_151, femr_152, femr_153, femr_154, femr_155, femr_156, femr_157, femr_158, femr_159, femr_160, femr_161, femr_162, femr_163, femr_164, femr_165, femr_166, femr_167, femr_168, femr_169, femr_170, femr_171, femr_172, femr_173, femr_174, femr_175, femr_176, femr_177, femr_178, femr_179, femr_180, femr_181, femr_182, femr_183, femr_184, femr_185, femr_186, , overall
reason, 0.04351129963728823, 0.06121755228531157, 0.0666015145854497, 0.06857618056809926, 0.06834397172642545, 0.06798335216104465, 0.06952649527523005, 0.06905605631275999, 0.07532248162288226, 0.07318221602703744, 0.08317149654104578, 0.08050834079254159, 0.07740271693598647, 0.08052324075983489, 0.08251583001721648, 0.093555360533669, 0.0826479182673893, 0.08377786632383849, 0.08350359602146504, 0.0826975386995621, 0.08344105074565039, 0.08552889952360841, 0, 0, 0.08728660091425289, 0.10229416826789471, 0, 0, 0, 0, 0, 0, 0.11271823211872829, 0, 0, 0.1232608672351768, 0.12196072690391377, 0.12630520958713043, 0, 0.13426121655782042, 0.1302138894244662, 0.1277989275492841, 0.13538158193330424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5770029513907728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5850450123917144, 0, 0, 0, 0, 0, 0, 0, 0, , 0.04566449052751964
reference, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.319836184241008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
replacement, 0.08702259927457646, 0.12243510457062314, 0.1332030291708994, 0.13715236113619853, 0.1366879434528509, 0.1359667043220893, 0.1390529905504601, 0.13811211262551998, 0.1506449632457645, 0.14636443205407487, 0.16634299308209155, 0.16101668158508317, 0.15480543387197293, 0.16104648151966977, 0.16503166003443295, 0.187110721067338, 0.1652958365347786, 0.16755573264767698, 0.16700719204293007, 0.1653950773991242, 0.16688210149130078, 0.17105779904721682, 0, 0, 0.17457320182850578, 0.20458833653578942, 0, 0, 0, 0, 0, 0, 0.22543646423745659, 0, 0, 0.2465217344703536, 0.24392145380782754, 0.25261041917426086, 0, 0.26852243311564084, 0.2604277788489324, 0.3194973188732102, 0.2707631638666085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5770029513907728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5850450123917144, 0, 0, 0, 0, 0, 0, 0, 0, , 0.08871958159632387
repository, 0.136454348635323, 0.2773078278084047, 0.10443340427247579, 0.10752974663274698, 0, 0, 0.036339957301375195, 0.036094069287872003, 0.03936939083688196, 0, 0.04347189687943144, 0.08415984885255223, 0.08091336740991427, 0.08417542461753469, 0.08625838905420818, 0.04889931232186713, 0.08639646825271495, 0.08757766583678946, 0.08729095582680461, 0.08644833925180088, 0.08722557376940306, 0.08940811828404806, 0, 0, 0, 0.053466893337846065, 0, 0.11053098371909192, 0, 0, 0, 0.05766917685388606, 0, 0, 0, 0, 0, 0, 0, 0.07017536059638148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10251228489086868, 0, 0, 0.1495923770127001, 0, 0, 0.15341621522229248, 0, 0, 0, 0.16059567407196143, 0, 0, 0, 0, 0.19779671075561683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45315053007386374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6218001459258202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.04044569161008882
research, 0.21479078083205908, 0.06715479511758875, 0.07306092614846549, 0.07522710699921999, 0.07497237716104514, 0.07457678256236412, 0.07626958888672127, 0.07575352395173711, 0, 0.36125938444727757, 0, 0, 0.08490969343490197, 0.08833286424502233, 0, 0, 0.09066360563183537, 0.09190314278076787, 0.09160227211091676, 0.0907180385490595, 0.09153366082173403, 0.09382400160940255, 0, 0, 0.09575217534977852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20282316042177112, 0.200683806895437, 0.13855504108652522, 0, 0, 0, 0, 0, 0, 0.44015575441031213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6062944309800825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.38216361184375663, 0, 0.6232661137180455, 0, 0, 0, 0, 0.47621358625563237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.04762154012155619
response, 0.017790309888880976, 0, 0.027231123717770447, 0.028038498354961514, 0.027943555954096637, 0.027796110718638304, 0.028427050139733522, 0.028234703439085355, 0.030796834404878546, 0.029921751644492334, 0.03400603313901412, 0.03291715814692718, 0, 0, 0.033737953106012936, 0.038251646573057546, 0, 0, 0, 0, 0, 0, 0.03429686247215281, 0.03770041023308096, 0, 0.041824651722230204, 0.04116330475965057, 0.04323161128284804, 0.04726905114992464, 0, 0.04317166452436614, 0.04511190171047728, 0, 0, 0.0518547643710098, 0, 0, 0, 0.06813786536677761, 0, 0, 0, 0, 0.05021373019682183, 0.054684660393707764, 0.0629349740566821, 0.07053208241309332, 0, 0, 0.06581885400179976, 0, 0, 0, 0.0657259871241435, 0, 0.10537026246183041, 0, 0, 0, 0, 0, 0.07645689325743206, 0, 0, 0, 0, 0, 0.1256264899049617, 0.09995385881543331, 0.1206215852603753, 0, 0.1341635578531833, 0, 0.12130165023863639, 0, 0.12636778378855992, 0.12636778378855992, 0.12636778378855992, 0, 0, 0, 0, 0.11868944339577195, 0.1296932730965512, 0.12217796930373798, 0, 0.13616999892208712, 0, 0, 0, 0, 0.17942764038929299, 0, 0, 0.17456039698235448, 0, 0.216875334929623, 0, 0, 0.22262187748601414, 0.2872072720592615, 0.15065123981469108, 0, 0, 0, 0, 0, 0.2929736109211662, 0, 0.3333943173828276, 0, 0, 0, 0.2816223726338364, 0.26524915475148425, 0.3160957042227054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3197780196148916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5303277800609885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.03653159242201571
result, 0.0751542952681999, 0, 0, 0, 0, 0, 0, 0, 0, 0.1264029784797285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.23101267710005352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7498121357953113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0052187989174308155
reverse, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185711918528389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.37155980388505805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0013046997293577039
role, 0.030902540182924217, 0.02898523502579841, 0.02365082171616724, 0.024352044104206265, 0.024269584569321382, 0.024141525183566114, 0.02468950975874128, 0.024522452476351052, 0.026747718804449813, 0.025987690442517773, 0.029534977527205318, 0.02858926597391252, 0.027486429850649526, 0.028594557091873182, 0.029302144202665074, 0.03322238490139307, 0.029349049977632546, 0.02975030511721833, 0.02965290916363005, 0.029366670657914408, 0.029630698750298036, 0.03037211340918615, 0.029787569112451073, 0.03274362418129281, 0.030996289638197522, 0.03632561738822887, 0.035751223203596215, 0.037547592289995935, 0.04105419640503878, 0.03854092149204975, 0.03749552722973577, 0.039180665318467936, 0.040027300108637594, 0.04057072014067919, 0.04503698782258796, 0.0437710885961775, 0.04330939658553637, 0.04485216308310459, 0.05917921429214552, 0.04767741568595577, 0.04624017190773577, 0.04538259632380526, 0.0480752679257654, 0.04361171404078917, 0.047494813911653964, 0.054660390314882935, 0.061258643738359264, 0.0541764235883533, 0.05935122261146439, 0.057165102611727976, 0.05063556871196656, 0.06492209907155035, 0.056195449312157635, 0, 0.091205114133775, 0.09151635890972115, 0.06759701275921627, 0.06964724909316804, 0.0689147841245636, 0.0722320354266227, 0.10163364864351664, 0, 0.1008240265181767, 0.10423157934576341, 0.10062595108281376, 0.10317303742080192, 0.10747921548691744, 0.21821866378809854, 0, 0.10476246363101521, 0.09637059522020454, 0, 0.13438386236802002, 0, 0.13536189119032505, 0, 0, 0, 0.14444101651916502, 0.13320773415620923, 0.15082257885587697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8016468250570654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7434920951810424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0515356393096293
roles, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.044773992339739534, 0.04657907509801679, 0, 0, 0, 0, 0, 0, 0, 0, 0.14556729249748268, 0.16001308131698344, 0, 0, 0.17471075755038176, 0, 0.2006255761851805, 0, 0.18323490443256085, 0, 0, 0, 0.220088868441295, 0, 0, 0, 0.28919976531536123, 0, 0, 0, 0, 0.21312377354882947, 0.23209988846996413, 0, 0.2993616188483623, 0, 0, 0.2793571097096245, 0, 0, 0, 0.278962951790541, 0, 0, 0, 0, 0, 0, 0, 0.32450848684161926, 0, 0, 0, 0, 0, 0, 0.42423742446563706, 0, 0, 0, 0, 0.5148445521817601, 0, 0.5363469081156829, 0.5363469081156829, 0.5363469081156829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5077003925531749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.327626978267269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.03848864201605227
search, 0.03939144785313359, 0, 0.060295374089082594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5078744118412055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0032617493233942597
seeder, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2102216054191477, 0.07289892661900828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1290902529451836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0032617493233942597
send, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185711918528389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.41518485429011653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0013046997293577039
service, 0.5514996065553102, 0, 0.10892449487108179, 0.08411549506488454, 0.0838306678622899, 0.0833883321559149, 0.08528115041920056, 0.08470411031725607, 0.18478100642927128, 0.089765254933477, 0.10201809941704235, 0.09875147444078154, 0, 0, 0.1012138593180388, 0.2295098794383453, 0, 0, 0, 0, 0, 0, 0.27437489977722246, 0.3393036920977286, 0, 0.20912325861115102, 0.32930643807720456, 0.1296948338485441, 0.3308833580494725, 0, 0.25902998714619685, 0.13533570513143184, 0, 0, 0.259273821855049, 0, 0, 0, 0.20441359610033283, 0, 0, 0, 0, 0.35149611137775283, 0.2734233019685388, 0.1258699481133642, 0.3526604120654666, 0, 0, 0.26327541600719906, 0, 0, 0, 0.262903948496574, 0, 0.21074052492366083, 0, 0, 0, 0, 0, 0.45874135954459233, 0, 0, 0, 0, 0, 0.3768794697148851, 0.39981543526173324, 0.2412431705207506, 0, 0.4024906735595498, 0, 0.36390495071590917, 0, 0.3791033513656798, 0.3791033513656798, 0.3791033513656798, 0, 0, 0, 0, 0.11868944339577195, 0.2593865461931024, 0.24435593860747595, 0, 0.27233999784417423, 0, 0, 0, 0, 0.35885528077858597, 0, 0, 0.5236811909470634, 0, 0.433750669859246, 0, 0, 0.4452437549720283, 0.574414544118523, 0.30130247962938217, 0, 0, 0, 0, 0, 0.5859472218423324, 0, 0.6667886347656552, 0, 0, 0, 0.5632447452676728, 0.5304983095029685, 0.6321914084454108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6395560392297832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5303277800609885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.14547401982338398
session, 0.07218951283574643, 0, 0, 0, 0, 0, 0, 0, 0.06248369158428354, 0, 0, 0, 0, 0, 0, 0.07760875860290778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08485802808414367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.46661649944903016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.003914099188073112
sessions, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3395672466627886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
set, 0.03757714763409995, 0, 0, 0, 0, 0, 0, 0, 0, 0.06320148923986425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11550633855002676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3749060678976556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0026093994587154078
setting, 0.062009861808186684, 0.058162546113951594, 0.09491674002126078, 0.09773092313512233, 0.09739999212862827, 0.09688605736683072, 0.09908525831138001, 0.09841481510938115, 0.07156358180396111, 0.06953012421267651, 0.0395104493919437, 0.0382453226983028, 0.07354000486907154, 0.07650480179460653, 0.03919897635027535, 0, 0.07852344920694453, 0.0795970082351346, 0.07933642514231287, 0.078570593376659, 0.07927700113150261, 0.08126065771843999, 0.03984835406908424, 0.04380282006079484, 0.08293064262262972, 0, 0.047826239034197464, 0.0502293337991104, 0.054920297396335506, 0.1031163221118317, 0, 0.05241397907894368, 0, 0.05427352648013657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11613297746645547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.12976791578715835, 0, 0, 0, 0.1450433677120288, 0, 0, 0.1546288770463125, 0, 0, 0, 0, 0, 0.40563153618151604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.29796899225876494, 0, 0, 0, 0.30818394083845196, 0, 0, 0, 0, 0, 0, 0, 0.7220852566220727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7617601345996189, 0, 0, 0, 0, 0, 0, , 0.04631684039219849
